Marca,Modelo,Operador,Tipo de red,Intensidad,Tasa de bajada,Tasa de subida,Tasa de perdida, RTTAvg, RTTmin,RTTmax, Jitter
      Sony,        T3,AME,  HSPA+,-53,5252.67,3752.82,3.750333,156,7,184,188
   Samsung,       Ace,AME,   GPRS,-87,65.97,51.5,36.222649,1184,10,1399,1036
     Apple,        5S,IUS,   CDMA,-91,926.76,330.59,1.481673,235,13,276,282
      Otro,Lumia Icon,AME,  HSPA+,-92,4014.21,2868.15,13.058373,156,12,186,180
      Sony,        Z3,MOV,   HSPA,-78,2647.82,1917.31,49.043228,193,8,244,253
      Sony,        Z1,AME,   GPRS,-133,15.97,10.94,31.156118,1248,651,1399,1043
   Samsung,       Ace,AME,   GPRS,-99,51.44,37.34,6.561025,1331,751,1399,6
    Lenovo,     VibeX,AME,   HSPA,-103,1989.85,1226.73,23.392679,218,11,244,250
     Apple,6,AME,   UMTS,-62,1193.91,425.58,27.406466,247,7,276,289
     Apple,4,NXT,   HSPA,-92,2483.53,1528.99,7.369297,186,9,245,245
  Motorola,    Moto M,AME,  HSPA+,-90,4161.06,2969.75,36.855812,147,8,185,185
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   EDGE,-102,138.59,92.63,29.613989,1248,650,1400,1043
      Sony,        T3,IUS,   EDGE,-63,213.95,142.44,11.934932,1184,13,1400,1038
   Samsung,        S3,AME,   CDMA,-105,696.78,248.28,38.18182,235,8,276,290
  Motorola,  Droid HD,AME,  EV-DO,-67,1190.66,422.46,10.611019,221,11,276,281
      Sony,        SP,MOV,   GPRS,-60,79.99,58.45,7.323136,1192,9,1399,1036
        Lg, Intuition,MOV,   EDGE,-98,147.61,96.72,13.246753,1120,8,1399,1040
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   UMTS,-92,911.77,327.58,40.423592,218,10,275,288
   Samsung,        S4,AME,   UMTS,-105,696.37,247.43,0.485152,219,9,277,285
      Sony,        Z1,IUS,   CDMA,-132,250.67,89.32,21.939157,234,12,277,286
     Apple,4,NXT,   iDen,-93,27.85,9.45,38.18182,1502,9,1777,1325
     Apple,        5C,MOV,   EDGE,-63,219.86,146.49,7.697907,1193,10,1399,1037
   Samsung,       Ace,AME,   GPRS,-76,79.05,57.28,15.497068,1110,11,1399,1041
      Sony,        Z1,MOV,  EV-DO,-135,201.01,71.52,39.870361,246,11,276,278
    Lenovo,     A369i,AME,   CDMA,-60,1191.07,423.43,29.61031,211,12,276,281
  Motorola,Lumia Icon,NXT,   GPRS,-88,63.94,50.21,15.396047,1331,749,1399,6
  Motorola,     XT919,AME,       ,0,0,0,0,0,0,0,0
     Apple,4,AME,    LTE,-60,10399.52,7899.08,2.727971,110,7,156,154
      Otro,Lumia Icon,AME,   HSPA,-138,415.01,255.15,38.18182,205,9,243,254
      Otro, Brigadier,IUS,   CDMA,-137,169.14,60.6,2.295144,246,133,277,281
  Motorola,    Moto M,AME,   UMTS,-73,1196.92,426.75,19.510048,234,12,279,278
        Lg,   GPro L9,MOV,  EV-DO,-122,416.13,148.76,38.18182,261,149,276,4
  Motorola,      Defy,AME,   CDMA,-70,1192.36,427.23,0.628831,237,147,276,7
      Otro,        N9,MOV,   EDGE,-132,46.14,30.51,38.18182,1129,11,1401,1037
      Otro, Brigadier,IUS,   EDGE,-70,219.87,144.45,42.89949,990,8,1397,1039
    Huawei,      G730,MOV,  HSPA+,-69,5252.37,3748.22,37.510124,137,5,184,190
      Sony,        Z1,AME,       ,0,0,0,0,0,0,0,0
  Motorola,      Defy,IUS,   CDMA,-137,168.52,59.82,10.185876,233,8,275,285
  Motorola,    Moto M,AME,  EV-DO,-131,267.56,95.36,12.265643,232,7,276,283
      Sony,        Z1,AME,   CDMA,-84,1042.19,372.26,0.809503,245,130,277,286
   Samsung,        S3,AME,   EDGE,-114,99.64,66.02,15.589961,1322,653,1401,1037
  Motorola,      Defy,AME,   UMTS,-61,1191.63,423.14,35.004322,259,132,277,281
   Samsung,        S4,AME,   CDMA,-91,928.14,332.63,38.18182,233,11,277,285
   Samsung,      Note,AME,   UMTS,-93,894.01,318,7.261623,246,129,277,286
     Apple,6,AME,   EDGE,-105,128.75,84.97,0.87085,926,6,1401,1043
   Samsung,        S4,AME,   UMTS,-86,1009.75,361.22,32.724163,247,12,275,277
      Otro,Lumia Icon,MOV,   UMTS,-70,1192.79,426.73,16.848854,260,147,275,4
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,   HSPA,-117,1359.56,837.63,4.261137,196,8,242,247
      Sony,        T3,MOV,   UMTS,-123,398.81,144.18,38.588943,234,11,277,282
   Samsung,        S3,AME,   EDGE,-56,217.9,149.4,33.368351,1046,10,1400,1040
     Apple,4,AME,   GPRS,-89,62.12,46.57,38.18182,1397,1393,1400,7
      Otro,        N9,MOV,   GPRS,-79,73.34,58.22,10.042641,1396,1391,1400,9
   Samsung,        S3,AME,   UMTS,-60,1188.6,424.65,8.930278,259,131,277,284
     Apple,4,MOV,   UMTS,-123,400.61,141.15,13.204733,203,7,275,288
   Samsung,       Ace,AME,   EDGE,-65,217.46,143.67,0,1044,5,1397,1041
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
    Lenovo,      K900,AME,   UMTS,-104,713.66,253.37,9.702388,226,148,278,6
     Apple,        5C,AME,   EDGE,-97,149.35,100.37,1.194108,1065,8,1399,1039
   Samsung,       Ace,AME,   HSPA,-70,3247.22,2000.55,9.596161,194,7,243,250
      Otro,     OneM8,MOV,   EDGE,-126,62.73,43.21,5.213859,1065,7,1401,1041
    Huawei,      G730,MOV,   UMTS,-86,1011.73,361.97,29.140673,249,148,276,5
  Motorola,  Droid HD,MOV,   HSPA,-67,3249.57,2000.28,0,194,8,244,253
        Lg, Intuition,AME,   CDMA,-103,730.5,260.76,10.498219,216,129,274,287
    Huawei,      Y530,AME,   CDMA,-96,845.46,300.6,30.869368,207,6,277,288
     Apple,4,AME,    LTE,-104,6226.06,4727.56,39.681221,137,75,155,150
  Motorola,     XT919,IUS,       ,0,0,0,0,0,0,0,0
     Apple,        5S,MOV,   EDGE,-66,215.64,145.12,36.562672,1331,750,1401,8
    Huawei,       H3C,MOV,   EDGE,-110,110.74,75.42,33.73381,1258,14,1400,1037
  Motorola,      Defy,AME,   CDMA,-120,450.72,160.51,31.924234,232,8,276,289
     Apple,6,MOV,   UMTS,-136,185.7,66.32,9.559058,206,8,275,289
      Sony,        SP,MOV,   UMTS,-80,1109.18,394.9,38.18182,219,12,275,285
   Samsung,        S3,AME,   GPRS,-110,40.45,30.16,6.46198,961,5,1398,1041
   Samsung,      Note,AME,   EDGE,-85,185.73,129.09,21.936678,1248,654,1400,1038
        Lg,        G3,IUS,   CDMA,-67,1194.91,422.13,7.368396,247,13,277,282
      Otro,        N9,AME,   CDMA,-87,990.77,353.18,30.063038,244,128,276,289
    Huawei,       H3C,MOV,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,MOV,   EDGE,-60,216.86,146.12,25.332958,1203,749,1400,8
  Motorola,    Moto M,AME,   EDGE,-134,39.47,26.94,38.18182,1118,5,1400,1045
  Motorola,     XT919,AME,   UMTS,-58,1193.73,425.56,21.790936,260,146,276,7
     Apple,        5S,MOV,   HSPA,-133,640.42,394.32,24.691975,207,8,245,253
    Huawei,       H3C,AME,   CDMA,-83,1058.42,377.69,6.077977,244,129,276,283
      Sony,        Z3,AME,   CDMA,-64,1011.82,425.92,50.447601,246,6,278,289
      Sony,        Z1,MOV,   GPRS,-53,76.8,59.55,35.689045,1130,14,1400,1036
     Apple,4,AME,   UMTS,-120,449.52,159.45,30.442255,206,12,277,282
  Motorola,  Droid HD,AME,   EDGE,-66,216.54,143.49,0,1129,11,1401,1036
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
      Otro,        N9,AME,   CDMA,-72,1192.7,426.5,1.779426,261,149,276,8
        Lg,        G3,MOV,  EV-DO,-99,793.93,285.43,43.693172,245,128,277,291
   Samsung,       Ace,AME,   CDMA,-77,1160.25,412.7,34.723984,236,12,277,285
        Lg, Intuition,MOV,   UMTS,-105,696.44,248.56,38.18182,206,5,276,288
      Sony,        Z1,AME,   GPRS,-127,22.02,17.37,38.18182,1119,12,1399,1039
      Otro, Brigadier,IUS,   EDGE,-68,215.93,144.63,22.821953,1129,9,1399,1039
        Lg, Intuition,MOV,   HSPA,-93,2437.73,1502.27,25.293753,198,11,246,247
   Samsung,      Note,AME,   CDMA,-103,730.38,260.73,24.160751,233,8,275,283
     Apple,        5C,AME,   UMTS,-119,466.5,165.39,24.968178,230,128,276,289
  Motorola,  Droid HD,AME,  HSPA+,-71,5249.98,3752.31,38.715935,137,6,185,191
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
     Apple,4,AME,   EDGE,-104,129.44,86.37,17.975142,1129,6,1400,1043
        Lg,        G3,MOV,  EV-DO,-122,415.75,147.92,26.764425,232,8,278,289
      Sony,        T3,AME,   GPRS,-71,78.46,58.79,16.72415,1129,11,1399,1035
      Sony,        T3,AME,   HSPA,-106,1856.8,1140.62,7.51045,198,131,243,6
  Motorola,  Droid HD,AME,   UMTS,-66,1192.52,422.51,40.056561,235,11,277,278
  Motorola,     XT919,AME,   EDGE,-106,124.2,82.33,1.796109,1396,1393,1400,7
      Otro,Lumia Icon,IUS,   CDMA,-86,1010.21,360.94,33.309322,249,147,276,6
        Lg, Intuition,MOV,   EDGE,-138,27.56,18.2,30.206425,1397,1393,1400,7
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,AME,    LTE,-110,5359.88,4072.41,38.18182,125,5,156,160
   Samsung,        S4,AME,   EDGE,-81,196.5,133.24,6.262868,991,9,1399,1040
  Motorola,      Defy,AME,   HSPA,-85,2803.34,1722.07,36.345924,184,12,245,249
      Sony,        SP,AME,   CDMA,-98,811,291.86,37.496571,245,128,277,288
   Samsung,       Ace,AME,   GPRS,-107,43.65,33.25,0.214314,1322,654,1399,1038
   Samsung,       Ace,AME,   UMTS,-100,778.58,281.15,31.326469,273,269,277,6
   Samsung,        S4,AME,   CDMA,-51,1192.4,425.65,0,261,151,277,6
     Apple,4,MOV,   HSPA,-95,2349.12,1446.33,24.139454,206,9,245,255
   Samsung,        S4,AME,   GPRS,-106,45.41,34.62,7.236088,1248,654,1399,1038
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   EDGE,-85,185.29,122.96,0,1331,749,1400,7
        Lg,        G3,MOV,   EDGE,-67,217.17,143.1,0,1248,652,1400,1038
  Motorola,     XT919,IUS,   CDMA,-135,201.86,71.76,35.151169,248,11,278,285
   Samsung,        S3,AME,   EDGE,-133,42.91,28.39,37.938923,1258,10,1400,1038
   Samsung,        S4,AME,   EDGE,-111,106.55,74,38.18182,1119,7,1401,1045
      Otro,Lumia Icon,MOV,   HSPA,-87,2712.11,1667.81,5.864429,230,132,244,5
  Motorola,    Moto M,AME,   GPRS,-60,81.57,59.25,17.216957,1267,750,1400,7
      Sony,        Z1,AME,   UMTS,-57,1193.84,425.13,33.640961,169,8,277,286
      Sony,        Z1,MOV,   EDGE,-96,153.84,99.85,38.18182,1183,9,1398,1040
   Samsung,        S4,AME,    LTE,-63,10400.47,7897.7,8.273761,131,8,155,154
  Motorola,     OneM8,NXT,   EDGE,-66,217.58,146.52,10.935566,1193,9,1401,1038
      Sony,        Z1,MOV,   GPRS,-134,14.15,11.22,38.18182,1258,12,1401,1038
    Huawei,       H3C,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   EDGE,-57,218.25,143.81,19.841288,1129,7,1400,1045
  Motorola,      Defy,AME,  EV-DO,-96,846.71,300.65,12.867109,233,9,276,287
        Lg,   GPro L9,MOV,    LTE,-72,10398.59,7896.67,36.34473,138,13,155,153
        Lg,     Lucid,MOV,  EV-DO,-73,1190.88,426.67,24.30472,222,6,277,289
    Huawei,      Y530,MOV,    LTE,-118,4208.6,3195.87,10.217293,122,5,154,158
        Lg,        G3,MOV,  HSPA+,-88,4305.53,3072.46,40.207176,165,10,185,187
  Motorola,      Defy,IUS,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   EDGE,-66,218.97,145.34,25.003489,1203,750,1400,4
        Lg,   GPro L9,MOV,   HSPA,-104,1943.17,1195.6,26.671921,217,8,243,249
        Lg,        G3,AME,   UMTS,-93,894.58,318.65,7.163425,233,8,276,284
        Lg,        G3,AME,   CDMA,-122,415.96,147.54,27.568312,233,8,277,286
     Apple,        5S,AME,   UMTS,-131,266.66,95.35,37.67852,220,10,276,281
   Samsung,       Ace,AME,   UMTS,-132,251.45,89.37,27.265114,180,5,277,289
   Samsung,        S4,AME,   EDGE,-130,51.54,34.9,33.091206,1110,10,1400,1041
     Apple,        5S,AME,   EDGE,-65,215.08,146.43,18.117538,1185,11,1402,1038
        Lg, Intuition,MOV,   EDGE,-96,152.67,103.91,36.225353,1258,12,1400,1036
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,   UMTS,-134,218.37,78.08,38.18182,222,8,278,284
     Apple,        5C,MOV,   EDGE,-87,183.36,119.69,27.411825,1120,9,1399,1040
      Otro,        N9,AME,   CDMA,-74,1191.05,422.68,43.17355,223,8,276,286
    Lenovo,     A369i,AME,   GPRS,-77,81.47,56.35,14.016779,1184,12,1400,1039
  Motorola,      Defy,AME,   HSPA,-79,3069.05,1890.71,27.585546,218,8,244,253
   Samsung,        S4,AME,   CDMA,-66,1193.23,423.24,8.517092,233,11,276,285
   Samsung,        S4,AME,   GPRS,-103,48.44,37.57,20.449627,1323,657,1399,1035
    Lenovo,      K900,AME,   GPRS,-73,76.6,63.85,39.626572,1258,11,1400,1036
  Motorola,    Moto M,MOV,   HSPA,-65,3247.64,1997.49,20.962704,182,5,246,256
        Lg,     Lucid,MOV,   UMTS,-96,845.29,301.69,19.772879,247,9,276,280
        Lg, Intuition,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   HSPA,-61,3250.18,2002.41,43.151352,208,132,243,3
        Lg,     Lucid,MOV,   GPRS,-70,79.93,62.14,32.475086,1183,5,1400,1043
   Samsung,       Ace,AME,   GPRS,-66,77.84,59.84,11.324636,1119,10,1399,1038
     Apple,        5S,MOV,   HSPA,-79,3070.53,1888.95,38.18182,206,8,245,246
        Lg, Intuition,MOV,  HSPA+,-120,1977.55,1414.16,9.193184,173,99,184,8
   Samsung,       Ace,AME,  EV-DO,-121,433.98,153.03,27.659632,247,9,276,283
        Lg, Intuition,MOV,   EDGE,-124,69.07,46.05,38.18182,1321,656,1398,1033
     Apple,6,MOV,   UMTS,-88,976.91,350.17,12.055435,233,7,277,289
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   UMTS,-115,533.37,189.83,38.467014,205,8,278,287
   Samsung,       Ace,AME,   HSPA,-85,2803.2,1722.64,35.002647,229,116,243,249
        Lg,   GPro L9,IUS,   GPRS,-51,79.7,62.64,42.824829,1184,5,1400,1042
  Motorola,    Moto M,AME,   EDGE,-54,215.11,145.19,0,1322,650,1399,1043
        Lg,   GPro L9,IUS,   HSPA,-95,2348.74,1444.31,38.18182,228,117,243,248
      Sony,        Z1,AME,   UMTS,-51,1191.69,425.17,12.127383,220,8,276,284
   Samsung,        S4,MOV,   GPRS,-119,30.6,23.96,34.899403,1397,1394,1399,4
  Motorola,  Droid HD,AME,   CDMA,-102,745.88,267.78,4.883354,220,8,274,288
      Sony,        Z3,MOV,   EDGE,-71,185.76,145.68,6.578509,1193,11,1399,1036
      Otro, Brigadier,AME,   EDGE,-82,195.3,131.41,18.834272,1322,653,1400,1040
      Otro, Brigadier,AME,       ,0,0,0,0,0,0,0,0
     Apple,        5C,AME,   EDGE,-97,152.08,100.78,19.856514,1055,6,1401,1044
      Sony,        SP,MOV,   EDGE,-92,164.65,105.68,19.281307,981,7,1400,1043
  Motorola,  Droid HD,IUS,   GPRS,-70,83.4,62.76,37.699635,1331,750,1399,2
  Motorola,     XT919,AME,  HSPA+,-137,742.59,530.52,38.18182,131,5,184,191
   Samsung,      Note,AME,   HSPA,-62,3250.92,1999.34,6.992062,217,116,246,250
      Sony,        SP,MOV,   HSPA,-84,2844.57,1749.49,5.066184,229,129,242,4
   Samsung,        S4,AME,   HSPA,-80,3022.71,1860.27,38.18182,218,10,245,250
     Apple,        5C,AME,   EDGE,-104,129.59,86.54,1.546454,1046,7,1400,1040
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
        Lg, Intuition,MOV,   HSPA,-69,3252.75,1997.14,12.365438,206,11,244,248
      Sony,        SP,AME,   GPRS,-118,32.16,25.97,38.18182,1110,11,1401,1041
      Otro,Lumia Icon,AME,   CDMA,-128,316.33,112.75,38.18182,225,147,279,6
   Samsung,        S4,AME,   CDMA,-101,762.39,269.36,38.18182,233,9,279,290
  Motorola,     XT919,AME,  HSPA+,-95,3797.52,2711.65,3.41795,158,101,184,4
    Lenovo,      K900,AME,    LTE,-100,6798.77,5166.42,32.857662,123,8,156,153
  Motorola,      Defy,MOV,   EDGE,-77,208.62,143.47,40.627682,1397,1393,1401,7
     Apple,4,AME,   HSPA,-90,2575.9,1581.69,15.69865,229,114,244,256
     Apple,        5C,MOV,   UMTS,-136,185.31,66.81,38.18182,235,13,276,278
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
        Lg,     Lucid,AME,   CDMA,-68,1191.91,423.36,32.318867,235,10,277,284
  Motorola,      Defy,MOV,   HSPA,-133,639.42,393.73,12.730548,183,8,242,249
      Otro,        N9,AME,   GPRS,-54,80.42,57.71,13.017293,1129,9,1400,1043
        Lg,        G3,IUS,   EDGE,-70,218.48,144.99,11.596264,1194,10,1400,1038
     Apple,        5C,MOV,   UMTS,-106,680.77,242.1,5.016859,259,135,276,276
     Apple,        5C,MOV,   GPRS,-96,58.98,43.37,11.485553,1183,5,1398,1042
   Samsung,        S3,AME,   CDMA,-104,713.91,255.04,22.16654,195,10,276,284
      Sony,        Z3,MOV,   GPRS,-85,59.17,51.22,45.818184,1045,5,1399,1043
    Huawei,    Ascend,MOV,   EDGE,-63,219.3,145.58,15.995484,1119,8,1400,1040
      Otro,     OneM8,AME,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,AME,   CDMA,-85,1027.76,365.41,32.304928,232,6,276,288
        Lg,     Lucid,AME,   GPRS,-60,82.14,61.36,24.138365,1267,749,1399,5
      Sony,        T3,IUS,   EDGE,-84,190.79,128.95,42.540619,1322,651,1402,1043
      Otro, Brigadier,AME,   EDGE,-70,219.04,145.13,18.425749,1396,1393,1400,6
   Samsung,        S4,AME,   EDGE,-60,216.29,148.41,33.425472,1184,11,1398,1038
     Apple,        5C,MOV,   GPRS,-92,62.25,47.25,35.56963,1129,9,1399,1037
   Samsung,        S4,AME,    LTE,-95,7519.74,5710.87,38.18182,145,72,156,159
    Huawei,      Y530,AME,   CDMA,-51,1189.25,425.52,0,211,9,278,286
   Samsung,      Note,MOV,   GPRS,-84,70.81,49.83,22.9055,1109,5,1399,1043
        Lg,     Lucid,AME,   HSPA,-67,3248.99,1998.61,4.838281,194,8,245,252
  Motorola,     XT919,AME,       ,0,0,0,0,0,0,0,0
        Lg, Intuition,MOV,  HSPA+,-61,5249.62,3749.81,6.334305,145,5,183,190
  Motorola,    Moto M,AME,  HSPA+,-71,5250.06,3750.34,38.18182,148,10,186,182
  Motorola,     XT919,AME,   HSPA,-115,1450.29,892.25,38.18182,208,13,242,243
        Lg, Intuition,MOV,   UMTS,-58,1193.46,424.69,3.477169,206,7,275,287
   Samsung,        S3,AME,   EDGE,-54,214.32,142.72,23.58046,1174,655,1400,1038
      Otro, Brigadier,AME,   GPRS,-65,76.42,60.72,11.571818,1257,12,1399,1035
   Samsung,        S4,AME,   EDGE,-125,66.37,44.85,30.366047,1045,7,1399,1041
  Motorola,      Defy,AME,   UMTS,-79,1126.91,401.47,12.046011,247,7,276,289
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
  Motorola,     XT919,AME,   HSPA,-90,2573.32,1584.15,21.195398,208,13,244,245
   Samsung,       Ace,IUS,   CDMA,-140,119.5,42.66,38.18182,260,132,276,281
      Otro,Lumia Icon,AME,   CDMA,-113,565.7,201.02,28.15909,220,9,275,286
     Apple,        5C,AME,  HSPA+,-50,5249.27,3751.04,7.681993,164,9,184,188
  Motorola,  Droid HD,AME,   HSPA,-92,2486.99,1529,4.672236,230,131,246,7
   Samsung,        S3,AME,   CDMA,-56,1191.45,425.86,19.941002,262,151,278,9
   Samsung,      Note,AME,  HSPA+,-65,5249.74,3747.73,39.590565,147,9,184,184
      Otro,        N9,MOV,  HSPA+,-98,3576.03,2558,35.785946,146,9,185,187
     Apple,        5S,MOV,   EDGE,-83,193.29,127.2,19.181681,1194,10,1399,1040
      Otro, Brigadier,AME,       ,0,0,0,0,0,0,0,0
  Motorola,      Defy,AME,  EV-DO,-68,1191.96,426.26,29.487455,261,151,276,7
      Otro,        N9,AME,   EDGE,-76,216.73,144.27,0,1035,10,1400,1041
   Samsung,       Ace,AME,   EDGE,-94,160.9,105.25,22.665672,1129,5,1400,1044
   Samsung,      Note,AME,   EDGE,-119,84.47,56.26,38.18182,1174,653,1399,1040
   Samsung,        S4,AME,   UMTS,-96,844.9,302.84,2.491584,261,146,277,8
   Samsung,      Note,AME,   EDGE,-60,217.96,141.8,43.516457,1259,11,1400,1038
      Otro,     OneM8,AME,   EDGE,-92,165.88,112.87,36.393913,980,8,1399,1041
   Samsung,       Ace,AME,   HSPA,-70,3249.13,2000.83,38.399616,184,9,242,255
  Motorola,      Defy,AME,   EDGE,-106,122.15,81.96,38.18182,1321,654,1400,1038
   Samsung,        S3,MOV,       ,0,0,0,0,0,0,0,0
      Otro, Brigadier,IUS,   CDMA,-58,1192.78,421.85,19.526354,236,15,277,278
   Samsung,        S3,AME,   GPRS,-127,24.05,16.64,38.18182,1065,9,1401,1041
     Apple,        5S,MOV,   GPRS,-89,63.76,48.43,17.689884,1183,8,1399,1043
  Motorola,     XT919,AME,   UMTS,-78,1144.62,410.43,29.191057,232,7,277,289
   Samsung,       Ace,AME,   EDGE,-113,104.13,68.41,5.232853,1130,12,1400,1039
      Otro,Lumia Icon,AME,   CDMA,-102,744.54,264.46,38.18182,247,12,277,284
   Samsung,      Note,AME,   GPRS,-136,12.7,9.61,38.18182,1258,10,1399,1036
      Otro,Lumia Icon,MOV,   HSPA,-71,3249.4,2000.28,0.347972,207,7,245,249
   Samsung,       Ace,AME,   EDGE,-115,96.96,64.15,38.18182,1323,657,1399,1035
     Apple,6,AME,  HSPA+,-83,4670.06,3330.72,6.56697,172,88,184,189
     Apple,6,AME,   EDGE,-67,218.49,144.2,0,1174,653,1399,1040
   Samsung,      Note,MOV,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,MOV,   GPRS,-73,80.1,59.2,11.08285,1332,752,1399,5
      Otro,     OneM8,AME,   EDGE,-80,198.72,131.65,38.18182,1183,8,1400,1041
  Motorola,     XT919,AME,   UMTS,-106,681.75,241.08,11.582125,197,7,276,289
     Apple,4,NXT,   iDen,-90,31,9.5,38.18182,1773,1770,1777,7
      Otro,Lumia Icon,AME,  HSPA+,-71,5249.56,3749.89,2.242615,165,13,184,180
      Otro,     OneM8,MOV,  HSPA+,-79,4958.63,3543.02,33.416405,164,5,186,190
      Otro, Brigadier,AME,   HSPA,-83,2889.72,1778.93,2.130826,219,131,243,7
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
  Motorola,     XT919,AME,  EV-DO,-104,712.48,251.97,18.759237,222,12,276,286
   Samsung,        S4,AME,   CDMA,-93,894.55,320.98,19.98904,249,152,276,5
      Otro,     OneM8,MOV,   EDGE,-51,219.45,144.3,35.748657,1322,652,1398,1040
  Motorola,     XT919,AME,   HSPA,-116,1405.53,865.34,38.18182,205,8,243,249
  Motorola,    Moto M,AME,   EDGE,-57,219.75,143.53,39.818275,1173,652,1399,1039
    Huawei,      G730,MOV,   UMTS,-106,679.25,241.35,41.57946,234,15,276,280
   Samsung,      Note,AME,   GPRS,-76,81.87,62.14,38.18182,1397,1393,1401,6
     Apple,        5C,MOV,   GPRS,-98,54.35,41.18,3.741441,1174,651,1400,1043
      Sony,        SP,MOV,   EDGE,-86,182.29,125.91,27.262793,1248,651,1400,1044
   Samsung,        S4,AME,   EDGE,-58,215.09,145,5.232863,1194,10,1401,1039
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,AME,   UMTS,-80,1109.45,397.27,22.339827,246,11,276,281
  Motorola,      Defy,AME,   CDMA,-129,300.17,107,18.190084,246,8,275,283
    Lenovo,      S820,AME,   EDGE,-60,214.08,145.64,9.043704,961,8,1398,1039
  Motorola,  Droid HD,AME,   CDMA,-117,499.28,177.07,43.137253,260,146,277,8
   Samsung,       Ace,AME,   CDMA,-114,547.65,195.39,11.174245,221,6,277,290
  Motorola,  Droid HD,AME,   EDGE,-56,216.82,144.58,0,1396,1393,1400,9
        Lg,   GPro L9,MOV,  EV-DO,-105,696.24,248.71,28.456476,260,149,276,6
  Motorola,      Defy,IUS,   EDGE,-51,216.17,147.27,4.917486,1174,651,1399,1041
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   UMTS,-140,119.13,42.64,33.731499,258,131,275,282
      Otro, Brigadier,AME,   UMTS,-109,630.97,225.34,31.755968,197,7,276,287
     Apple,        5S,MOV,   EDGE,-131,47.74,32.45,25.794437,1110,11,1400,1040
    Lenovo,      S820,AME,  EV-DO,-59,1192.56,424.13,19.784449,259,133,275,278
   Samsung,        S3,AME,   CDMA,-129,300.09,106.81,40.96405,245,128,276,289
      Otro, Brigadier,AME,   GPRS,-108,45.18,32.68,41.661148,1184,12,1397,1034
  Motorola,      Defy,AME,   GPRS,-81,70.98,56.58,6.547287,1257,9,1399,1038
   Samsung,        S3,AME,   CDMA,-53,1192.26,420.6,16.658976,247,5,275,290
   Samsung,        S3,AME,   EDGE,-70,218.65,145.96,31.875286,1259,15,1400,1036
   Samsung,        S3,MOV,       ,0,0,0,0,0,0,0,0
  Motorola, Brigadier,NXT,   UMTS,-59,1192.1,423.16,2.592928,236,146,275,6
  Motorola,  Droid HD,MOV,   UMTS,-100,778.73,277.06,36.899998,221,6,277,290
  Motorola,    Moto M,IUS,   iDen,-56,36.26,14.53,17.2087,1503,8,1776,1324
      Otro,     OneM8,MOV,   EDGE,-123,71.9,48.72,12.10906,981,8,1398,1040
   Samsung,        S4,AME,   GPRS,-113,39.25,28.48,37.428963,1184,11,1401,1040
    Huawei,      G730,MOV,  EV-DO,-132,251.51,90.07,24.533522,233,9,277,287
      Sony,        SP,MOV,  HSPA+,-66,5250.53,3754.04,5.137446,158,100,184,5
        Lg,        G3,MOV,  HSPA+,-56,5245.66,3749.77,5.652213,182,179,185,7
     Apple,        5S,AME,   HSPA,-87,2711.12,1666.81,5.752891,207,11,244,250
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   CDMA,-101,762.03,271.33,41.476116,223,8,276,290
      Sony,        Z3,MOV,   EDGE,-73,184.78,146.84,27.241833,1322,652,1400,1040
  Motorola,  Droid HD,AME,   GPRS,-83,70.51,54.77,8.858345,981,6,1399,1041
      Sony,        Z3,AME,   HSPA,-125,850.27,615.84,10.387724,230,132,244,3
   Samsung,      Note,MOV,   HSPA,-60,3253.77,2000.39,18.324682,206,9,243,248
     Apple,        5S,NXT,   iDen,-112,18.21,6.99,7.857261,1502,8,1775,1325
